Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,12.970113754272461,12.340497016906738,12.340497016906738,12.928139686584473,361231.0,8.437247276306152
2000-01-03,12.928139686584473,11.668905258178711,12.928139686584473,12.151612281799316,546463.0,7.930463790893555
2000-01-04,12.214573860168457,11.710880279541016,12.214573860168457,11.962726593017578,260873.0,7.807191848754883
2000-01-05,12.256547927856445,11.794829368591309,11.962726593017578,12.151612281799316,318348.0,7.930463790893555
2000-01-06,12.130624771118164,11.857789993286133,12.067663192749023,12.08864974975586,762070.0,7.8893723487854
2000-01-07,12.67629337310791,12.067663192749023,12.172598838806152,12.571356773376465,505962.0,8.204401969909668
2000-01-10,12.802215576171875,12.172598838806152,12.802215576171875,12.214573860168457,442829.0,7.971557140350342
2000-01-11,12.340497016906738,12.067663192749023,12.277535438537598,12.08864974975586,355275.0,7.8893723487854
2000-01-12,12.382471084594727,11.98371410369873,12.151612281799316,12.08864974975586,279039.0,7.8893723487854
2000-01-13,12.151612281799316,11.941739082336426,12.08864974975586,12.046675682067871,405901.0,7.861979007720947
2000-01-14,12.151612281799316,11.752854347229004,12.08864974975586,11.899765014648438,492263.0,7.766097068786621
2000-01-18,11.920751571655273,11.626931190490723,11.857789993286133,11.710880279541016,367783.0,7.642830848693848
2000-01-19,11.836803436279297,11.647917747497559,11.731866836547852,11.710880279541016,241814.0,7.642830848693848
2000-01-20,11.836803436279297,11.396071434020996,11.710880279541016,11.501007080078125,282612.0,7.505860328674316
2000-01-21,11.710880279541016,11.4380464553833,11.668905258178711,11.60594367980957,272785.0,7.574346542358398
2000-01-24,11.584956169128418,10.934351921081543,11.521994590759277,11.081262588500977,709955.0,7.231927394866943
2000-01-25,11.249160766601562,10.493619918823242,11.249160766601562,10.724479675292969,1067315.0,6.999082565307617
2000-01-26,10.913365364074707,10.598555564880371,10.78744125366211,10.682504653930664,430917.0,7.006785869598389
2000-01-27,11.29113483428955,10.703492164611816,10.766453742980957,11.039287567138672,984825.0,7.240803241729736
2000-01-28,11.123236656188965,10.78744125366211,11.039287567138672,10.997314453125,387140.0,7.2132744789123535
2000-01-31,11.501007080078125,10.829416275024414,11.081262588500977,11.249160766601562,978571.0,7.378459930419922
2000-02-01,11.501007080078125,11.16521167755127,11.333108901977539,11.312122344970703,510131.0,7.41976261138916
2000-02-02,11.920751571655273,11.501007080078125,11.501007080078125,11.521994590759277,1090246.0,7.55742073059082
2000-02-03,11.710880279541016,11.354097366333008,11.459033012390137,11.563968658447266,877319.0,7.5849480628967285
2000-02-04,11.710880279541016,11.54298210144043,11.54298210144043,11.60594367980957,403817.0,7.61248254776001
2000-02-07,12.550369262695312,11.668905258178711,11.794829368591309,12.319510459899902,1153677.0,8.08051872253418
2000-02-08,12.760242462158203,11.962726593017578,12.403458595275879,12.08864974975586,784405.0,7.9290924072265625
2000-02-09,12.214573860168457,11.836803436279297,12.08864974975586,12.109637260437012,589644.0,7.942862033843994
2000-02-10,12.08864974975586,11.857789993286133,12.067663192749023,12.046675682067871,617637.0,7.901567459106445
2000-02-11,12.172598838806152,11.54298210144043,12.172598838806152,11.54298210144043,229604.0,7.571185111999512
2000-02-14,12.067663192749023,11.626931190490723,11.668905258178711,12.046675682067871,560460.0,7.901567459106445
2000-02-15,12.172598838806152,11.731866836547852,11.962726593017578,11.962726593017578,885955.0,7.846500873565674
2000-02-16,12.319510459899902,11.98371410369873,11.98371410369873,12.130624771118164,578328.0,7.956629276275635
2000-02-17,12.23556137084961,11.920751571655273,12.172598838806152,11.920751571655273,356764.0,7.818967819213867
2000-02-18,12.172598838806152,11.857789993286133,11.878778457641602,12.067663192749023,414835.0,7.915330410003662
2000-02-22,12.634318351745605,12.193586349487305,12.571356773376465,12.298521995544434,581603.0,8.066753387451172
2000-02-23,12.340497016906738,12.004700660705566,12.256547927856445,12.340497016906738,387438.0,8.09428596496582
2000-02-24,12.277535438537598,11.4380464553833,12.277535438537598,11.626931190490723,645630.0,7.626245021820068
2000-02-25,11.731866836547852,11.375083923339844,11.626931190490723,11.563968658447266,385353.0,7.5849480628967285
